NACA0012 : [400panels,Half cosine x-spacing]
         1 -1.6653e-17                      
  0.065684   -0.039827                      
  0.069629   -0.040776                      
   0.07368   -0.041705                      
  0.077836   -0.042615                      
  0.082096   -0.043505                      
   0.08646   -0.044374                      
  0.090925   -0.045222                      
  0.095492   -0.046049                      
   0.10016   -0.046854                      
   0.10492   -0.047638                      
   0.10978   -0.048399                      
   0.11474   -0.049138                      
    0.1198   -0.049854                      
   0.12494   -0.050546                      
   0.13018   -0.051216                      
   0.13552   -0.051862                      
   0.14094   -0.052484                      
   0.14645   -0.053083                      
   0.15204   -0.053657                      
   0.15773   -0.054206                      
   0.16349   -0.054732                      
   0.16934   -0.055232                      
   0.17528   -0.055708                      
   0.18129   -0.056159                      
   0.18738   -0.056585                      
   0.19355   -0.056986                      
   0.19979   -0.057361                      
   0.20611   -0.057712                      
    0.2125   -0.058037                      
   0.21896   -0.058338                      
   0.22549   -0.058613                      
   0.23209   -0.058863                      
   0.23875   -0.059088                      
   0.24548   -0.059288                      
   0.25227   -0.059463                      
   0.25912   -0.059614                      
   0.26604    -0.05974                      
     0.273   -0.059841                      
   0.28003   -0.059918                      
   0.28711   -0.059971                      
   0.29424   -0.060001                      
   0.30143   -0.060006                      
   0.30866   -0.059988                      
   0.31594   -0.059947                      
   0.32326   -0.059883                      
   0.33063   -0.059797                      
   0.33804   -0.059688                      
   0.34549   -0.059557                      
   0.35298   -0.059404                      
    0.3605    -0.05923                      
   0.36806   -0.059035                      
   0.37566   -0.058819                      
   0.38328   -0.058582                      
   0.39093   -0.058326                      
   0.39861    -0.05805                      
   0.40631   -0.057755                      
   0.41404   -0.057441                      
   0.42178   -0.057108                      
   0.42955   -0.056758                      
   0.43733    -0.05639                      
   0.44513   -0.056004                      
   0.45295   -0.055602                      
   0.46077   -0.055184                      
    0.4686   -0.054749                      
   0.47645     -0.0543                      
   0.48429   -0.053835                      
   0.49215   -0.053355                      
       0.5   -0.052862                      
   0.50785   -0.052354                      
   0.51571   -0.051833                      
   0.52355     -0.0513                      
    0.5314   -0.050754                      
   0.53923   -0.050196                      
   0.54705   -0.049626                      
   0.55487   -0.049046                      
   0.56267   -0.048455                      
   0.57045   -0.047853                      
   0.57822   -0.047242                      
   0.58596   -0.046622                      
   0.59369   -0.045992                      
   0.60139   -0.045354                      
   0.60907   -0.044708                      
   0.61672   -0.044055                      
   0.62434   -0.043394                      
   0.63194   -0.042726                      
    0.6395   -0.042052                      
   0.64702   -0.041372                      
   0.65451   -0.040686                      
   0.66196   -0.039995                      
   0.66937     -0.0393                      
   0.67674     -0.0386                      
   0.68406   -0.037896                      
   0.69134   -0.037188                      
   0.69857   -0.036478                      
   0.70576   -0.035764                      
   0.71289   -0.035048                      
   0.71997    -0.03433                      
     0.727    -0.03361                      
   0.73396   -0.032889                      
   0.74088   -0.032168                      
   0.74773   -0.031445                      
   0.75452   -0.030723                      
   0.76125       -0.03                      
   0.76791   -0.029279                      
   0.77451   -0.028558                      
   0.78104   -0.027838                      
    0.7875    -0.02712                      
   0.79389   -0.026405                      
   0.80021   -0.025691                      
   0.80645   -0.024981                      
   0.81262   -0.024273                      
   0.81871   -0.023569                      
   0.82472   -0.022869                      
   0.83066   -0.022173                      
   0.83651   -0.021482                      
   0.84227   -0.020795                      
   0.84796   -0.020114                      
   0.85355   -0.019438                      
   0.85906   -0.018769                      
   0.86448   -0.018106                      
   0.86982   -0.017449                      
   0.87506     -0.0168                      
    0.8802   -0.016158                      
   0.88526   -0.015523                      
   0.89022   -0.014897                      
   0.89508    -0.01428                      
   0.89984   -0.013671                      
   0.90451   -0.013071                      
   0.90907   -0.012481                      
   0.91354     -0.0119                      
    0.9179    -0.01133                      
   0.92216    -0.01077                      
   0.92632   -0.010221                      
   0.93037  -0.0096836                      
   0.93432  -0.0091574                      
   0.93815   -0.008643                      
   0.94188  -0.0081407                      
    0.9455  -0.0076508                      
   0.94901  -0.0071737                      
   0.95241  -0.0067097                      
    0.9557   -0.006259                      
   0.95888  -0.0058219                      
   0.96194  -0.0053988                      
   0.96489  -0.0049898                      
   0.96772  -0.0045954                      
   0.97044  -0.0042156                      
   0.97304  -0.0038509                      
   0.97553  -0.0035014                      
    0.9779  -0.0031673                      
   0.98015  -0.0028489                      
   0.98228  -0.0025465                      
   0.98429  -0.0022602                      
   0.98618  -0.0019902                      
   0.98796  -0.0017367                      
   0.98961  -0.0014999                      
   0.99114  -0.0012799                      
   0.99255   -0.001077                      
   0.99384 -0.00089119                      
   0.99501 -0.00072269                      
   0.99606  -0.0005716                      
   0.99698 -0.00043803                      
   0.99778 -0.00032207                      
   0.99846 -0.00022381                      
   0.99901 -0.00014332                      
   0.99944 -8.0649e-05                      
   0.99975 -3.5855e-05                      
   0.99994 -8.9654e-06                      
         1  1.6653e-17                      
